¥éËCatalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 77631,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/8/86,,North Pacific Ocean,,,Japan,,,,"Honshu Island, Izu",34.83,139.08,,,,,,,40.00,,,,,,Original Number : JP0105KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3242f54ca-b5f2-4d3c-8f50-6029e95da499
USNM 87582,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-94,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,RFB 1133,"Bolland, R. F.",4/17/88,Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,64.00,,,,BOLLAND/RFB 1133,,,381691,,,,,,,,10/21/18 13:02,http://n2t.net/ark:/65665/3e59bcd8d-10a8-427a-b6ff-f5353cc5834f
USNM 92924,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1242,"Bolland, R. F.",8/8/88,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,61.00,,,,BOLLAND/RFB 1242,,,395425,,,,,,,,10/21/18 13:34,http://n2t.net/ark:/65665/301940471-04cf-4e49-ae83-732583d351d9
USNM 92936,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1577,"Bolland, R. F.",10/31/89,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,62.00,,,,BOLLAND/RFB 1577,,,381691,,,,,,,,10/21/18 13:34,http://n2t.net/ark:/65665/3db8f1ca4-661a-46d8-b273-c4a8af4a626a
USNM 97379,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",21-Dec-00,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Paulay, G.",11/22/00,,South Pacific Ocean,,,French Polynesia,,,,"Society Islands, Tahiti, Matahiae Point, East Of Vaipao",,,,,,,,,22.00,,,,,,,417888,,,,,,,,10/21/18 14:00,http://n2t.net/ark:/65665/3aa3c111f-410a-4593-9fb4-d83547ea6e89
USNM 1016239,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Grasshoff, M.",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,Acanthogorgia sp.,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),8,,,,South Pacific Ocean,,,New Caledonia,,,,,,,,,,,,,,,,,,,,401987,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3bbd3226a-76e9-402f-b82e-1401f3ef1ede
USNM 1016241,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),6AB,,,,Indian Ocean,"Red Sea, Gulf of Aqaba",,Egypt,,,,Sinai Peninsula,,,,,,,,,,,,,,,,401987,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/32a54beda-8563-4916-ba2f-f08deae9a9ca
USNM 1075669,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),,"Gooding, R. U.",12/19/68,"Trawl - Gulf Shrimp, 40 ft",Indian Ocean,,,Somalia,,,,off northeast coast of Somalia,11.62,51.45,,IIOE - International Indian Ocean Expedition,,9,,,72.00,,,,RU-465,,,260812,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/39bb4a97f-2b35-4154-a434-d5bdcb56a0c3
USNM 1016240,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Grasshoff, M.",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,Acanthogorgia sp.,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),7,,,,Indian Ocean,"Red Sea, Gulf of Aqaba",,Egypt,,,,Sinai Peninsula,,,,,,,,,,,,,,,,401987,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/304658cd6-70c7-4559-a1f0-c82eb66ad741
USNM 1197459,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Chen, C. C.",17-Oct-89,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Chen, C. C.",6/1/85,,North Pacific Ocean,,,Taiwan,,,,Off southern coast,,,,,,,,,14.00,,,,,,specimen number : A-10,366454,,,,,,,,1/15/17 18:30,http://n2t.net/ark:/65665/3794102f1-f27c-491e-8174-bac64eca6988
USNM 1202343,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Dec-85,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Shirai, S.",,,North Pacific Ocean,,,Japan,,,,"Nigishima Bay, Mei Prefecture",,,,,,,,,,,,,,,specimen number : 73,347965,,,,,,,,3/27/17 20:06,http://n2t.net/ark:/65665/39dc3570e-6700-44c2-9b9b-f6ae8b09935f
USNM 1202344,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Dec-85,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Shirai, S.",,,North Pacific Ocean,,,Japan,,,,"Nigishima Bay, Mei Prefecture",,,,,,,,,,,,,,,specimen number : 74,347965,,,,,,,,3/27/17 20:06,http://n2t.net/ark:/65665/377e6552f-2644-46db-b4ff-227e1b89b95c
USNM 1233325,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",5/25/85,,North Pacific Ocean,Sulu Sea,,Philippines,,,,"Tubbataha Reefs, N Part",9.75,119.92,,,,,,,27.00,,,polyps greenish olive,,,collector number : PH8KM,,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/39cec5f4f-7ef0-40a0-ba66-bd40d051bf67
